Country Name,Year,Government Expenditure,US_dollars_at_current_prices_in_millions_Value,,
Luxembourg,2018,"Recreation, culture and religion",899,,
Luxembourg,2018,"General economic, commercial and labour affairs",505,,
Luxembourg,2018,Other industries,88,,
Luxembourg,2018,RandD Economic affairs,320,,
Luxembourg,2018,Economic affairs n.e.c.,8,,
Luxembourg,2019,Total function,30115,,
Luxembourg,2019,"Agriculture, forestry, fishing and hunting",224,,
Luxembourg,2019,"Mining, manufacturing and construction",63,,
Luxembourg,2019,Transport,2246,,
Luxembourg,2019,Communication,46,,
Luxembourg,2019,Fuel and energy,68,,
Luxembourg,2019,Environment protection,621,,
Luxembourg,2019,Housing and community amenities,402,,
Luxembourg,2019,Health,3620,,
Luxembourg,2019,Education,3346,,
Luxembourg,2019,Social protection,12804,,
Luxembourg,2019,General public services,3652,,
Luxembourg,2019,Defence,265,,
Luxembourg,2019,Public order and safety,857,,
Luxembourg,2019,"Recreation, culture and religion",889,,
Luxembourg,2019,"General economic, commercial and labour affairs",558,,
Luxembourg,2019,Other industries,120,,
Luxembourg,2019,RandD Economic affairs,326,,
Luxembourg,2019,Economic affairs n.e.c.,7,,
Luxembourg,2020,Total function,34578,,
Luxembourg,2020,"Agriculture, forestry, fishing and hunting",241,,
Luxembourg,2020,"Mining, manufacturing and construction",41,,
Luxembourg,2020,Transport,2500,,
Luxembourg,2020,Communication,55,,
Luxembourg,2020,Fuel and energy,72,,
Luxembourg,2020,Environment protection,763,,
Luxembourg,2020,Housing and community amenities,390,,
Luxembourg,2020,Health,4271,,
Luxembourg,2020,Education,3664,,
Luxembourg,2020,Social protection,15137,,
Luxembourg,2020,General public services,3726,,
Luxembourg,2020,Defence,533,,
Luxembourg,2020,Public order and safety,949,,
Luxembourg,2020,"Recreation, culture and religion",897,,
Luxembourg,2020,"General economic, commercial and labour affairs",706,,
Luxembourg,2020,Other industries,250,,
Luxembourg,2020,RandD Economic affairs,376,,
Luxembourg,2020,Economic affairs n.e.c.,8,,
Luxembourg,2021,Total function,36672,,
Luxembourg,2021,"Agriculture, forestry, fishing and hunting",261,,
Luxembourg,2021,"Mining, manufacturing and construction",72,,
Luxembourg,2021,Transport,2801,,
Luxembourg,2021,Communication,62,,
Luxembourg,2021,Fuel and energy,71,,
Luxembourg,2021,Environment protection,789,,
Luxembourg,2021,Housing and community amenities,520,,
Luxembourg,2021,Health,4636,,
Luxembourg,2021,Education,4023,,
Luxembourg,2021,Social protection,15647,,
Luxembourg,2021,General public services,4015,,
Luxembourg,2021,Defence,374,,
Luxembourg,2021,Public order and safety,1034,,
Luxembourg,2021,"Recreation, culture and religion",998,,
Luxembourg,2021,"General economic, commercial and labour affairs",821,,
Luxembourg,2021,Other industries,172,,
Luxembourg,2021,RandD Economic affairs,364,,
Luxembourg,2021,Economic affairs n.e.c.,11,,
Malaysia,2000,Total function,20260,,
Malaysia,2001,Total function,24283,,
Malaysia,2002,Total function,26920,,
Malaysia,2002,Housing and community amenities,1782,,
Malaysia,2002,Health,1751,,
Malaysia,2002,Education,7742,,
Malaysia,2002,General public services,7872,,
Malaysia,2002,Defence,2238,,
Malaysia,2002,Public order and safety,1278,,
Malaysia,2003,Total function,29718,,
Malaysia,2003,Housing and community amenities,2161,,
Malaysia,2003,Health,2362,,
Malaysia,2003,Education,7691,,
Malaysia,2003,General public services,8104,,
Malaysia,2003,Defence,2882,,
Malaysia,2003,Public order and safety,1444,,
Malaysia,2004,Total function,31302,,
Malaysia,2004,Housing and community amenities,1962,,
Malaysia,2004,Health,2463,,
Malaysia,2004,Education,6798,,
Malaysia,2004,General public services,11127,,
Malaysia,2004,Defence,2823,,
Malaysia,2004,Public order and safety,1472,,
Malaysia,2005,Total function,33468,,
Malaysia,2005,Housing and community amenities,1631,,
Malaysia,2005,Health,2303,,
Malaysia,2005,Education,7075,,
Malaysia,2005,General public services,11880,,
Malaysia,2005,Defence,3120,,
Malaysia,2005,Public order and safety,1603,,
Malaysia,2006,Total function,38495,,
Malaysia,2006,Housing and community amenities,1968,,
Malaysia,2006,Health,2724,,
Malaysia,2006,Education,8434,,
Malaysia,2006,General public services,12398,,
Malaysia,2006,Defence,3266,,
Malaysia,2006,Public order and safety,2013,,
Malaysia,2007,Total function,46837,,
Malaysia,2007,Housing and community amenities,3158,,
Malaysia,2007,Health,3278,,
Malaysia,2007,Education,10680,,
Malaysia,2007,General public services,15379,,
Malaysia,2007,Defence,3970,,
Malaysia,2007,Public order and safety,2382,,
Malaysia,2008,Total function,58078,,
Malaysia,2008,Housing and community amenities,3188,,
Malaysia,2008,Health,3971,,
Malaysia,2008,Education,13316,,
Malaysia,2008,General public services,20642,,
Malaysia,2008,Defence,4412,,
Malaysia,2008,Public order and safety,2869,,
Malaysia,2009,Total function,57415,,
Malaysia,2009,Housing and community amenities,3040,,
Malaysia,2009,Health,4190,,
Malaysia,2009,Education,14227,,
Malaysia,2009,General public services,19400,,
Malaysia,2009,Defence,3965,,
Malaysia,2009,Public order and safety,2714,,
Malaysia,2010,Total function,62317,,
Malaysia,2010,Housing and community amenities,3782,,
Malaysia,2010,Health,5122,,
Malaysia,2010,Education,15481,,
Malaysia,2010,General public services,19960,,
Malaysia,2010,Defence,3854,,
Malaysia,2010,Public order and safety,3178,,
Malaysia,2011,Total function,74350,,
Malaysia,2011,Housing and community amenities,3501,,
Malaysia,2011,Health,5600,,
Malaysia,2011,Education,16169,,
Malaysia,2011,General public services,27158,,
Malaysia,2011,Defence,4833,,
Malaysia,2011,Public order and safety,3503,,
Malaysia,2012,Total function,81104,,
Malaysia,2012,Housing and community amenities,3738,,
Malaysia,2012,Health,6045,,
Malaysia,2012,Education,17673,,
Malaysia,2012,General public services,32013,,
Malaysia,2012,Defence,4774,,
Malaysia,2012,Public order and safety,3996,,
Malaysia,2013,Total function,79896,,
Malaysia,2013,Housing and community amenities,3663,,
Malaysia,2013,Health,6164,,
Malaysia,2013,Education,17268,,
Malaysia,2013,General public services,30998,,
Malaysia,2013,Defence,5156,,
Malaysia,2013,Public order and safety,3943,,
Malaysia,2014,Total function,78590,,
Malaysia,2014,Housing and community amenities,4066,,
Malaysia,2014,Health,6759,,
Malaysia,2014,Education,17302,,
Malaysia,2014,General public services,29282,,
Malaysia,2014,Defence,5142,,
Malaysia,2014,Public order and safety,4111,,
Malaysia,2015,Total function,65444,,
Malaysia,2015,Housing and community amenities,3698,,
Malaysia,2015,Health,5983,,
Malaysia,2015,Education,14548,,
Malaysia,2015,General public services,22909,,
Malaysia,2015,Defence,4475,,
Malaysia,2015,Public order and safety,3703,,
Malaysia,2016,Total function,60320,,
Malaysia,2016,Housing and community amenities,3273,,
Malaysia,2016,Health,5575,,
Malaysia,2016,Education,13407,,
Malaysia,2016,General public services,21261,,
Malaysia,2016,Defence,3565,,
Malaysia,2016,Public order and safety,3374,,
Malaysia,2017,Total function,60452,,
Malaysia,2017,Housing and community amenities,3204,,
Malaysia,2017,Health,5935,,
Malaysia,2017,Education,14076,,
Malaysia,2017,General public services,21000,,
Malaysia,2017,Defence,3720,,
Malaysia,2017,Public order and safety,3567,,
Malaysia,2018,Total function,70720,,
Malaysia,2018,Housing and community amenities,3196,,
Malaysia,2018,Health,6991,,
Malaysia,2018,Education,15548,,
Malaysia,2018,General public services,25216,,
Malaysia,2018,Defence,4844,,
Malaysia,2018,Public order and safety,3126,,
Malaysia,2019,Total function,76138,,
Malaysia,2019,Environment protection,449,,
Malaysia,2019,Housing and community amenities,3404,,
Malaysia,2019,Health,7170,,
Malaysia,2019,Education,15492,,
Malaysia,2019,General public services,32464,,
Malaysia,2019,Defence,3275,,
Malaysia,2019,Public order and safety,3736,,
Malaysia,2020,Total function,74212,,
Malaysia,2020,Environment protection,356,,
Malaysia,2020,Housing and community amenities,7838,,
Malaysia,2020,Health,7536,,
Malaysia,2020,Education,15046,,
Malaysia,2020,General public services,22165,,
Malaysia,2020,Defence,3385,,
Malaysia,2020,Public order and safety,3888,,
Maldives,2000,Total function,233,,
Maldives,2000,"Agriculture, forestry, fishing and hunting",4,,
Maldives,2000,"Mining, manufacturing and construction",1,,
Maldives,2000,Transport,15,,
Maldives,2000,Fuel and energy,6,,
Maldives,2000,Environment protection,0,,
Maldives,2000,Housing and community amenities,19,,
Maldives,2000,Health,25,,
Maldives,2000,Education,46,,
Maldives,2000,Social protection,7,,
Maldives,2000,General public services,70,,
Maldives,2000,Defence,32,,
Maldives,2000,Public order and safety,6,,
Maldives,2000,"Recreation, culture and religion",0,,
Maldives,2000,Economic affairs n.e.c.,1,,
Maldives,2000,Others,9,,
Maldives,2001,Total function,238,,
Maldives,2001,"Agriculture, forestry, fishing and hunting",3,,
Maldives,2001,"Mining, manufacturing and construction",0,,
Maldives,2001,Transport,28,,
Maldives,2001,Fuel and energy,8,,
Maldives,2001,Environment protection,0,,
Maldives,2001,Housing and community amenities,23,,
Maldives,2001,Health,25,,
Maldives,2001,Education,42,,
Maldives,2001,Social protection,8,,
Maldives,2001,General public services,61,,
Maldives,2001,Defence,31,,
Maldives,2001,Public order and safety,7,,
Maldives,2001,"Recreation, culture and religion",0,,
Maldives,2001,Economic affairs n.e.c.,1,,
Maldives,2001,Others,10,,
Maldives,2002,Total function,245,,
Maldives,2002,"Agriculture, forestry, fishing and hunting",1,,
Maldives,2002,"Mining, manufacturing and construction",0,,
Maldives,2002,Transport,25,,
Maldives,2002,Fuel and energy,5,,
Maldives,2002,Environment protection,0,,
Maldives,2002,Housing and community amenities,38,,
Maldives,2002,Health,25,,
Maldives,2002,Education,50,,
Maldives,2002,Social protection,8,,
Maldives,2002,General public services,60,,
Maldives,2002,Defence,25,,
Maldives,2002,Public order and safety,6,,
Maldives,2002,"Recreation, culture and religion",0,,
Maldives,2002,Economic affairs n.e.c.,3,,
Maldives,2002,Others,12,,
Maldives,2003,Total function,277,,
Maldives,2003,"Agriculture, forestry, fishing and hunting",2,,
Maldives,2003,"Mining, manufacturing and construction",0,,
Maldives,2003,Transport,35,,
Maldives,2003,Fuel and energy,2,,
Maldives,2003,Environment protection,0,,
Maldives,2003,Housing and community amenities,34,,
Maldives,2003,Health,28,,
Maldives,2003,Education,57,,
Maldives,2003,Social protection,11,,
Maldives,2003,General public services,63,,
Maldives,2003,Defence,35,,
Maldives,2003,Public order and safety,7,,
Maldives,2003,"Recreation, culture and religion",0,,
Maldives,2003,Economic affairs n.e.c.,3,,
Maldives,2003,Others,12,,
Maldives,2004,Total function,295,,
Maldives,2004,"Agriculture, forestry, fishing and hunting",2,,
Maldives,2004,"Mining, manufacturing and construction",3,,
Maldives,2004,Transport,33,,
Maldives,2004,Fuel and energy,1,,
Maldives,2004,Environment protection,0,,
Maldives,2004,Housing and community amenities,31,,
Maldives,2004,Health,33,,
Maldives,2004,Education,59,,
Maldives,2004,Social protection,14,,
Maldives,2004,General public services,67,,
Maldives,2004,Defence,39,,
Maldives,2004,Public order and safety,8,,
Maldives,2004,"Recreation, culture and religion",0,,
Maldives,2004,Economic affairs n.e.c.,4,,
Maldives,2004,Others,13,,
Maldives,2005,Total function,451,,
Maldives,2005,"Agriculture, forestry, fishing and hunting",5,,
Maldives,2005,"Mining, manufacturing and construction",0,,
Maldives,2005,Transport,43,,
Maldives,2005,Fuel and energy,1,,
Maldives,2005,Environment protection,3,,
Maldives,2005,Housing and community amenities,67,,
Maldives,2005,Health,41,,
Maldives,2005,Education,66,,
Maldives,2005,Social protection,39,,
Maldives,2005,General public services,98,,
Maldives,2005,Defence,33,,
Maldives,2005,Public order and safety,31,,
Maldives,2005,"Recreation, culture and religion",20,,
Maldives,2005,Economic affairs n.e.c.,4,,
Maldives,2005,Others,16,,
Maldives,2006,Total function,552,,
Maldives,2006,"Agriculture, forestry, fishing and hunting",9,,
Maldives,2006,"Mining, manufacturing and construction",11,,
Maldives,2006,Transport,36,,
Maldives,2006,Fuel and energy,2,,
Maldives,2006,Environment protection,6,,
Maldives,2006,Housing and community amenities,101,,
Maldives,2006,Health,54,,
Maldives,2006,Education,82,,
Maldives,2006,Social protection,23,,
Maldives,2006,General public services,123,,
Maldives,2006,Defence,33,,
Maldives,2006,Public order and safety,39,,
Maldives,2006,"Recreation, culture and religion",24,,
Maldives,2006,Economic affairs n.e.c.,8,,
Maldives,2006,Others,21,,
Maldives,2007,Total function,650,,
Maldives,2007,"Agriculture, forestry, fishing and hunting",14,,
Maldives,2007,"Mining, manufacturing and construction",3,,
Maldives,2007,Transport,20,,
Maldives,2007,Fuel and energy,0,,
Maldives,2007,Environment protection,11,,
Maldives,2007,Housing and community amenities,135,,
Maldives,2007,Health,61,,
Maldives,2007,Education,103,,
Maldives,2007,Social protection,18,,
Maldives,2007,General public services,144,,
Maldives,2007,Defence,37,,
Maldives,2007,Public order and safety,65,,
Maldives,2007,"Recreation, culture and religion",30,,
Maldives,2007,Economic affairs n.e.c.,8,,
Maldives,2007,Others,94,,
Maldives,2008,Total function,808,,
Maldives,2008,"Agriculture, forestry, fishing and hunting",12,,
Maldives,2008,"Mining, manufacturing and construction",7,,
Maldives,2008,Transport,68,,
Maldives,2008,Fuel and energy,1,,
Maldives,2008,Environment protection,7,,
Maldives,2008,Housing and community amenities,81,,
Maldives,2008,Health,104,,
Maldives,2008,Education,127,,
Maldives,2008,Social protection,50,,
Maldives,2008,General public services,182,,
Maldives,2008,Defence,46,,
Maldives,2008,Public order and safety,77,,
Maldives,2008,"Recreation, culture and religion",38,,
Maldives,2008,Economic affairs n.e.c.,7,,
Maldives,2008,Others,106,,
Maldives,2009,Total function,868,,
Maldives,2009,"Agriculture, forestry, fishing and hunting",5,,
Maldives,2009,"Mining, manufacturing and construction",40,,
Maldives,2009,Transport,13,,
Maldives,2009,Fuel and energy,2,,
Maldives,2009,Environment protection,7,,
Maldives,2009,Housing and community amenities,55,,
Maldives,2009,Health,109,,
Maldives,2009,Education,151,,
Maldives,2009,Social protection,36,,
Maldives,2009,General public services,220,,
Maldives,2009,Defence,59,,
Maldives,2009,Public order and safety,91,,
Maldives,2009,"Recreation, culture and religion",73,,
Maldives,2009,Economic affairs n.e.c.,6,,
Maldives,2009,Others,147,,
Maldives,2010,Total function,859,,
Maldives,2010,"Agriculture, forestry, fishing and hunting",11,,
Maldives,2010,"Mining, manufacturing and construction",4,,
Maldives,2010,Transport,13,,
Maldives,2010,Fuel and energy,2,,
Maldives,2010,Environment protection,5,,
Maldives,2010,Housing and community amenities,75,,
Maldives,2010,Health,74,,
Maldives,2010,Education,136,,
Maldives,2010,Social protection,45,,
Maldives,2010,General public services,316,,
Maldives,2010,Defence,52,,
Maldives,2010,Public order and safety,93,,
Maldives,2010,"Recreation, culture and religion",27,,
Maldives,2010,Economic affairs n.e.c.,4,,
Maldives,2010,Others,150,,
Maldives,2011,Total function,867,,
Maldives,2011,"Agriculture, forestry, fishing and hunting",6,,
Maldives,2011,"Mining, manufacturing and construction",6,,
Maldives,2011,Transport,36,,
Maldives,2011,Fuel and energy,27,,
Maldives,2011,Environment protection,13,,
Maldives,2011,Housing and community amenities,89,,
Maldives,2011,Health,25,,
Maldives,2011,Education,123,,
Maldives,2011,Social protection,78,,
Maldives,2011,General public services,284,,
Maldives,2011,Defence,62,,
Maldives,2011,Public order and safety,93,,
Maldives,2011,"Recreation, culture and religion",23,,
Maldives,2011,Economic affairs n.e.c.,2,,
Maldives,2011,Others,156,,
Maldives,2012,Total function,980,,
Maldives,2012,"Agriculture, forestry, fishing and hunting",5,,
Maldives,2012,"Mining, manufacturing and construction",4,,
Maldives,2012,Transport,44,,
Maldives,2012,Fuel and energy,1,,
Maldives,2012,Environment protection,9,,
Maldives,2012,Housing and community amenities,80,,
Maldives,2012,Health,19,,
Maldives,2012,Education,143,,
Maldives,2012,Social protection,103,,
Maldives,2012,General public services,416,,
Maldives,2012,Defence,53,,
Maldives,2012,Public order and safety,99,,
Maldives,2012,Economic affairs n.e.c.,3,,
Maldives,2012,Others,181,,
Maldives,2013,Total function,996,,
Maldives,2013,"Agriculture, forestry, fishing and hunting",5,,
Maldives,2013,"Mining, manufacturing and construction",11,,
Maldives,2013,Transport,28,,
Maldives,2013,Fuel and energy,7,,
Maldives,2013,Environment protection,12,,
Maldives,2013,Housing and community amenities,84,,
Maldives,2013,Health,91,,
Maldives,2013,Education,130,,
Maldives,2013,Social protection,128,,
Maldives,2013,General public services,334,,
Maldives,2013,Defence,52,,
Maldives,2013,Public order and safety,112,,
Maldives,2013,Economic affairs n.e.c.,2,,
Maldives,2013,Others,207,,
Maldives,2014,Total function,1168,,
Maldives,2014,"Agriculture, forestry, fishing and hunting",6,,
Maldives,2014,"Mining, manufacturing and construction",3,,
Maldives,2014,Transport,53,,
Maldives,2014,Fuel and energy,6,,
Maldives,2014,Environment protection,8,,
Maldives,2014,Housing and community amenities,81,,
Maldives,2014,Health,121,,
Maldives,2014,Education,144,,
Maldives,2014,Social protection,190,,
Maldives,2014,General public services,363,,
Maldives,2014,Defence,60,,
Maldives,2014,Public order and safety,129,,
Maldives,2014,Economic affairs n.e.c.,3,,
Maldives,2014,Others,231,,
Maldives,2015,Total function,1475,,
Maldives,2015,"Agriculture, forestry, fishing and hunting",5,,
Maldives,2015,"Mining, manufacturing and construction",9,,
Maldives,2015,Transport,90,,
Maldives,2015,Fuel and energy,15,,
Maldives,2015,Environment protection,53,,
Maldives,2015,Housing and community amenities,122,,
Maldives,2015,Health,164,,
Maldives,2015,Education,191,,
Maldives,2015,Social protection,210,,
Maldives,2015,General public services,403,,
Maldives,2015,Defence,78,,
Maldives,2015,Public order and safety,175,,
Maldives,2015,Economic affairs n.e.c.,6,,
Maldives,2015,Others,333,,
Maldives,2016,Total function,1744,,
Maldives,2016,Environment protection,55,,
Maldives,2016,Housing and community amenities,123,,
Maldives,2016,Health,208,,
Maldives,2016,Education,211,,
Maldives,2016,Social protection,208,,
Maldives,2016,General public services,417,,
Maldives,2016,Defence,88,,
Maldives,2016,Public order and safety,170,,
Maldives,2017,Total function,1462,,
Maldives,2017,Environment protection,64,,
Maldives,2017,Housing and community amenities,97,,
Maldives,2017,Health,244,,
Maldives,2017,Education,184,,
Maldives,2017,Social protection,191,,
Maldives,2017,General public services,145,,
Maldives,2017,Defence,80,,
Maldives,2017,Public order and safety,153,,
Maldives,2017,"Recreation, culture and religion",53,,
Maldives,2018,Total function,1723,,
Maldives,2018,Environment protection,81,,
Maldives,2018,Housing and community amenities,58,,
Maldives,2018,Health,221,,
Maldives,2018,Education,208,,
Maldives,2018,Social protection,291,,
Maldives,2018,General public services,169,,
Maldives,2018,Defence,92,,
Maldives,2018,Public order and safety,163,,
Maldives,2018,"Recreation, culture and religion",56,,
Maldives,2019,Total function,1885,,
Maldives,2019,Environment protection,64,,
Maldives,2019,Housing and community amenities,123,,
Maldives,2019,Health,219,,
Maldives,2019,Education,236,,
Maldives,2019,Social protection,289,,
Maldives,2019,General public services,186,,
Maldives,2019,Defence,89,,
Maldives,2019,Public order and safety,178,,
Maldives,2019,"Recreation, culture and religion",46,,
Maldives,2020,Total function,1869,,
Maldives,2020,Environment protection,40,,
Maldives,2020,Housing and community amenities,82,,
Maldives,2020,Health,280,,
Maldives,2020,Education,214,,
Maldives,2020,Social protection,220,,
Maldives,2020,General public services,181,,
Maldives,2020,Defence,89,,
Maldives,2020,Public order and safety,165,,
Maldives,2020,"Recreation, culture and religion",39,,
Maldives,2021,Total function,2114,,
Maldives,2021,Environment protection,96,,
Maldives,2021,Housing and community amenities,120,,
Maldives,2021,Health,308,,
Maldives,2021,Education,245,,
Maldives,2021,Social protection,232,,
Maldives,2021,General public services,268,,
Maldives,2021,Defence,107,,
Maldives,2021,Public order and safety,183,,
Maldives,2021,"Recreation, culture and religion",45,,
Malta,2000,Total function,1536,,
Malta,2000,Environment protection,29,,
Malta,2000,Housing and community amenities,46,,
Malta,2000,Health,181,,
Malta,2000,Education,197,,
Malta,2000,Social protection,473,,
Malta,2000,General public services,285,,
Malta,2000,Defence,27,,
Malta,2000,Public order and safety,58,,
Malta,2000,"Recreation, culture and religion",21,,
Malta,2001,Total function,1593,,
Malta,2001,"Agriculture, forestry, fishing and hunting",23,,
Malta,2001,"Mining, manufacturing and construction",40,,
Malta,2001,Transport,83,,
Malta,2001,Communication,2,,
Malta,2001,Fuel and energy,0,,
Malta,2001,Environment protection,38,,
Malta,2001,Housing and community amenities,38,,
Malta,2001,Health,185,,
Malta,2001,Education,217,,
Malta,2001,Social protection,497,,
Malta,2001,General public services,271,,
Malta,2001,Defence,28,,
Malta,2001,Public order and safety,61,,
Malta,2001,"Recreation, culture and religion",23,,
Malta,2001,"General economic, commercial and labour affairs",55,,
Malta,2001,Other industries,31,,
Malta,2001,RandD Economic affairs,1,,
Malta,2001,Economic affairs n.e.c.,0,,
Malta,2002,Total function,1767,,
Malta,2002,"Agriculture, forestry, fishing and hunting",28,,
Malta,2002,"Mining, manufacturing and construction",44,,
Malta,2002,Transport,83,,
Malta,2002,Communication,2,,
Malta,2002,Fuel and energy,0,,
Malta,2002,Environment protection,38,,
Malta,2002,Housing and community amenities,39,,
Malta,2002,Health,232,,
Malta,2002,Education,249,,
Malta,2002,Social protection,561,,
Malta,2002,General public services,301,,
Malta,2002,Defence,30,,
Malta,2002,Public order and safety,66,,
Malta,2002,"Recreation, culture and religion",26,,
Malta,2002,"General economic, commercial and labour affairs",35,,
Malta,2002,Other industries,32,,
Malta,2002,RandD Economic affairs,2,,
Malta,2002,Economic affairs n.e.c.,0,,
Malta,2003,Total function,2433,,
Malta,2003,"Agriculture, forestry, fishing and hunting",40,,
Malta,2003,"Mining, manufacturing and construction",63,,
Malta,2003,Transport,301,,
Malta,2003,Communication,2,,
Malta,2003,Fuel and energy,0,,
Malta,2003,Environment protection,72,,
Malta,2003,Housing and community amenities,50,,
Malta,2003,Health,298,,
Malta,2003,Education,317,,
Malta,2003,Social protection,705,,
Malta,2003,General public services,350,,
Malta,2003,Defence,43,,
Malta,2003,Public order and safety,86,,
Malta,2003,"Recreation, culture and religion",33,,
Malta,2003,"General economic, commercial and labour affairs",38,,
Malta,2003,Other industries,33,,
Malta,2003,RandD Economic affairs,2,,
Malta,2003,Economic affairs n.e.c.,0,,
Malta,2004,Total function,2550,,
Malta,2004,"Agriculture, forestry, fishing and hunting",62,,
Malta,2004,"Mining, manufacturing and construction",67,,
Malta,2004,Transport,85,,
Malta,2004,Communication,3,,
Malta,2004,Fuel and energy,0,,
Malta,2004,Environment protection,81,,
Malta,2004,Housing and community amenities,51,,
Malta,2004,Health,341,,
Malta,2004,Education,333,,
Malta,2004,Social protection,796,,
Malta,2004,General public services,462,,
Malta,2004,Defence,55,,
Malta,2004,Public order and safety,94,,
Malta,2004,"Recreation, culture and religion",41,,
Malta,2004,"General economic, commercial and labour affairs",42,,
Malta,2004,Other industries,36,,
Malta,2004,RandD Economic affairs,1,,
Malta,2004,Economic affairs n.e.c.,0,,
Malta,2005,Total function,2722,,
Malta,2005,"Agriculture, forestry, fishing and hunting",68,,
Malta,2005,"Mining, manufacturing and construction",60,,
Malta,2005,Transport,119,,
Malta,2005,Communication,5,,
Malta,2005,Fuel and energy,8,,
Malta,2005,Environment protection,93,,
Malta,2005,Housing and community amenities,49,,
Malta,2005,Health,384,,
Malta,2005,Education,346,,
Malta,2005,Social protection,842,,
Malta,2005,General public services,450,,
Malta,2005,Defence,54,,
Malta,2005,Public order and safety,95,,
Malta,2005,"Recreation, culture and religion",39,,
Malta,2005,"General economic, commercial and labour affairs",71,,
Malta,2005,Other industries,35,,
Malta,2005,RandD Economic affairs,2,,
Malta,2005,Economic affairs n.e.c.,0,,
Malta,2006,Total function,2862,,
Malta,2006,"Agriculture, forestry, fishing and hunting",68,,
Malta,2006,"Mining, manufacturing and construction",61,,
Malta,2006,Transport,92,,
Malta,2006,Communication,5,,
Malta,2006,Fuel and energy,31,,
Malta,2006,Environment protection,104,,
Malta,2006,Housing and community amenities,51,,
Malta,2006,Health,409,,
Malta,2006,Education,369,,
Malta,2006,Social protection,897,,
Malta,2006,General public services,488,,
Malta,2006,Defence,47,,
Malta,2006,Public order and safety,95,,
Malta,2006,"Recreation, culture and religion",37,,
Malta,2006,"General economic, commercial and labour affairs",62,,
Malta,2006,Other industries,45,,
Malta,2006,RandD Economic affairs,2,,
Malta,2006,Economic affairs n.e.c.,0,,
Malta,2007,Total function,3248,,
Malta,2007,"Agriculture, forestry, fishing and hunting",65,,
Malta,2007,"Mining, manufacturing and construction",66,,
Malta,2007,Transport,103,,
Malta,2007,Communication,5,,
Malta,2007,Fuel and energy,55,,
Malta,2007,Environment protection,129,,
Malta,2007,Housing and community amenities,51,,
Malta,2007,Health,433,,
Malta,2007,Education,412,,
Malta,2007,Social protection,1056,,
Malta,2007,General public services,547,,
Malta,2007,Defence,49,,
Malta,2007,Public order and safety,110,,
Malta,2007,"Recreation, culture and religion",43,,
Malta,2007,"General economic, commercial and labour affairs",69,,
Malta,2007,Other industries,53,,
Malta,2007,RandD Economic affairs,1,,
Malta,2007,Economic affairs n.e.c.,0,,
Malta,2008,Total function,3850,,
Malta,2008,"Agriculture, forestry, fishing and hunting",69,,
Malta,2008,"Mining, manufacturing and construction",64,,
Malta,2008,Transport,234,,
Malta,2008,Communication,6,,
Malta,2008,Fuel and energy,89,,
Malta,2008,Environment protection,144,,
Malta,2008,Housing and community amenities,64,,
Malta,2008,Health,475,,
Malta,2008,Education,467,,
Malta,2008,Social protection,1200,,
Malta,2008,General public services,661,,
Malta,2008,Defence,56,,
Malta,2008,Public order and safety,126,,
Malta,2008,"Recreation, culture and religion",56,,
Malta,2008,"General economic, commercial and labour affairs",78,,
Malta,2008,Other industries,58,,
Malta,2008,RandD Economic affairs,2,,
Malta,2008,Economic affairs n.e.c.,0,,
Malta,2009,Total function,3593,,
Malta,2009,"Agriculture, forestry, fishing and hunting",69,,
Malta,2009,"Mining, manufacturing and construction",58,,
Malta,2009,Transport,109,,
Malta,2009,Communication,7,,
Malta,2009,Fuel and energy,7,,
Malta,2009,Environment protection,137,,
Malta,2009,Housing and community amenities,29,,
Malta,2009,Health,439,,
Malta,2009,Education,461,,
Malta,2009,Social protection,1214,,
Malta,2009,General public services,673,,
Malta,2009,Defence,75,,
Malta,2009,Public order and safety,125,,
Malta,2009,"Recreation, culture and religion",63,,
Malta,2009,"General economic, commercial and labour affairs",70,,
Malta,2009,Other industries,56,,
Malta,2009,RandD Economic affairs,3,,
Malta,2009,Economic affairs n.e.c.,0,,
Malta,2010,Total function,3629,,
Malta,2010,"Agriculture, forestry, fishing and hunting",62,,
Malta,2010,"Mining, manufacturing and construction",59,,
Malta,2010,Transport,111,,
Malta,2010,Communication,8,,
Malta,2010,Fuel and energy,18,,
Malta,2010,Environment protection,173,,
Malta,2010,Housing and community amenities,29,,
Malta,2010,Health,460,,
Malta,2010,Education,492,,
Malta,2010,Social protection,1201,,
Malta,2010,General public services,598,,
Malta,2010,Defence,67,,
Malta,2010,Public order and safety,122,,
Malta,2010,"Recreation, culture and religion",68,,
Malta,2010,"General economic, commercial and labour affairs",95,,
Malta,2010,Other industries,62,,
Malta,2010,RandD Economic affairs,3,,
Malta,2010,Economic affairs n.e.c.,0,,
Malta,2011,Total function,4044,,
Malta,2011,"Agriculture, forestry, fishing and hunting",61,,
Malta,2011,"Mining, manufacturing and construction",62,,
Malta,2011,Transport,220,,
Malta,2011,Communication,10,,
Malta,2011,Fuel and energy,12,,
Malta,2011,Environment protection,130,,
Malta,2011,Housing and community amenities,33,,
Malta,2011,Health,516,,
Malta,2011,Education,544,,
Malta,2011,Social protection,1314,,
Malta,2011,General public services,684,,
Malta,2011,Defence,78,,
Malta,2011,Public order and safety,132,,
Malta,2011,"Recreation, culture and religion",82,,
Malta,2011,"General economic, commercial and labour affairs",84,,
Malta,2011,Other industries,79,,
