Country Name,Year,Government Expenditure,US_dollars_at_current_prices_in_millions_Value,Unnamed: 4,Unnamed: 5,Country Code
Italy,2003,Economic affairs n.e.c.,220.0,,,ITA
Italy,2004,Total function,846901.0,,,ITA
Italy,2004,"Agriculture, forestry, fishing and hunting",7244.0,,,ITA
Italy,2004,"Mining, manufacturing and construction",10846.0,,,ITA
Italy,2004,Transport,33336.0,,,ITA
Italy,2004,Communication,1758.0,,,ITA
Italy,2004,Fuel and energy,4797.0,,,ITA
Italy,2004,Environment protection,13615.0,,,ITA
Italy,2004,Housing and community amenities,12129.0,,,ITA
Italy,2004,Health,118928.0,,,ITA
Italy,2004,Education,78051.0,,,ITA
Italy,2004,Social protection,309189.0,,,ITA
Italy,2004,General public services,171071.0,,,ITA
Italy,2004,Defence,23045.0,,,ITA
Italy,2004,Public order and safety,34206.0,,,ITA
Italy,2004,"Recreation, culture and religion",13758.0,,,ITA
Italy,2004,"General economic, commercial and labour affairs",4095.0,,,ITA
Italy,2004,Other industries,3629.0,,,ITA
Italy,2004,RandD Economic affairs,6964.0,,,ITA
Italy,2004,Economic affairs n.e.c.,241.0,,,ITA
Italy,2005,Total function,877855.0,,,ITA
Italy,2005,"Agriculture, forestry, fishing and hunting",6858.0,,,ITA
Italy,2005,"Mining, manufacturing and construction",10814.0,,,ITA
Italy,2005,Transport,35503.0,,,ITA
Italy,2005,Communication,1898.0,,,ITA
Italy,2005,Fuel and energy,5508.0,,,ITA
Italy,2005,Environment protection,13959.0,,,ITA
Italy,2005,Housing and community amenities,11920.0,,,ITA
Italy,2005,Health,126772.0,,,ITA
Italy,2005,Education,82575.0,,,ITA
Italy,2005,Social protection,319216.0,,,ITA
Italy,2005,General public services,174010.0,,,ITA
Italy,2005,Defence,23496.0,,,ITA
Italy,2005,Public order and safety,35503.0,,,ITA
Italy,2005,"Recreation, culture and religion",13707.0,,,ITA
Italy,2005,"General economic, commercial and labour affairs",3986.0,,,ITA
Italy,2005,Other industries,3646.0,,,ITA
Italy,2005,RandD Economic affairs,8237.0,,,ITA
Italy,2005,Economic affairs n.e.c.,248.0,,,ITA
Italy,2006,Total function,931761.0,,,ITA
Italy,2006,"Agriculture, forestry, fishing and hunting",8220.0,,,ITA
Italy,2006,"Mining, manufacturing and construction",10074.0,,,ITA
Italy,2006,Transport,56335.0,,,ITA
Italy,2006,Communication,2357.0,,,ITA
Italy,2006,Fuel and energy,5209.0,,,ITA
Italy,2006,Environment protection,13474.0,,,ITA
Italy,2006,Housing and community amenities,12275.0,,,ITA
Italy,2006,Health,134522.0,,,ITA
Italy,2006,Education,85252.0,,,ITA
Italy,2006,Social protection,336371.0,,,ITA
Italy,2006,General public services,178639.0,,,ITA
Italy,2006,Defence,23535.0,,,ITA
Italy,2006,Public order and safety,35585.0,,,ITA
Italy,2006,"Recreation, culture and religion",13503.0,,,ITA
Italy,2006,"General economic, commercial and labour affairs",4458.0,,,ITA
Italy,2006,Other industries,3846.0,,,ITA
Italy,2006,RandD Economic affairs,7846.0,,,ITA
Italy,2006,Economic affairs n.e.c.,261.0,,,ITA
Italy,2007,Total function,1035370.0,,,ITA
Italy,2007,"Agriculture, forestry, fishing and hunting",8095.0,,,ITA
Italy,2007,"Mining, manufacturing and construction",10224.0,,,ITA
Italy,2007,Transport,45325.0,,,ITA
Italy,2007,Communication,3356.0,,,ITA
Italy,2007,Fuel and energy,4518.0,,,ITA
Italy,2007,Environment protection,16483.0,,,ITA
Italy,2007,Housing and community amenities,14284.0,,,ITA
Italy,2007,Health,147840.0,,,ITA
Italy,2007,Education,97829.0,,,ITA
Italy,2007,Social protection,385067.0,,,ITA
Italy,2007,General public services,202484.0,,,ITA
Italy,2007,Defence,26441.0,,,ITA
Italy,2007,Public order and safety,39863.0,,,ITA
Italy,2007,"Recreation, culture and religion",15960.0,,,ITA
Italy,2007,"General economic, commercial and labour affairs",4631.0,,,ITA
Italy,2007,Other industries,4269.0,,,ITA
Italy,2007,RandD Economic affairs,8439.0,,,ITA
Italy,2007,Economic affairs n.e.c.,262.0,,,ITA
Italy,2008,Total function,1152147.0,,,ITA
Italy,2008,"Agriculture, forestry, fishing and hunting",8199.0,,,ITA
Italy,2008,"Mining, manufacturing and construction",10175.0,,,ITA
Italy,2008,Transport,46227.0,,,ITA
Italy,2008,Communication,2165.0,,,ITA
Italy,2008,Fuel and energy,4941.0,,,ITA
Italy,2008,Environment protection,18830.0,,,ITA
Italy,2008,Housing and community amenities,15381.0,,,ITA
Italy,2008,Health,168835.0,,,ITA
Italy,2008,Education,103239.0,,,ITA
Italy,2008,Social protection,432940.0,,,ITA
Italy,2008,General public services,228258.0,,,ITA
Italy,2008,Defence,31593.0,,,ITA
Italy,2008,Public order and safety,42255.0,,,ITA
Italy,2008,"Recreation, culture and religion",17160.0,,,ITA
Italy,2008,"General economic, commercial and labour affairs",6317.0,,,ITA
Italy,2008,Other industries,4565.0,,,ITA
Italy,2008,RandD Economic affairs,9871.0,,,ITA
Italy,2008,Economic affairs n.e.c.,1194.0,,,ITA
Italy,2009,Total function,1124404.0,,,ITA
Italy,2009,"Agriculture, forestry, fishing and hunting",7935.0,,,ITA
Italy,2009,"Mining, manufacturing and construction",14972.0,,,ITA
Italy,2009,Transport,45900.0,,,ITA
Italy,2009,Communication,1791.0,,,ITA
Italy,2009,Fuel and energy,5896.0,,,ITA
Italy,2009,Environment protection,18425.0,,,ITA
Italy,2009,Housing and community amenities,16165.0,,,ITA
Italy,2009,Health,163248.0,,,ITA
Italy,2009,Education,99644.0,,,ITA
Italy,2009,Social protection,433883.0,,,ITA
Italy,2009,General public services,203652.0,,,ITA
Italy,2009,Defence,32853.0,,,ITA
Italy,2009,Public order and safety,42913.0,,,ITA
Italy,2009,"Recreation, culture and religion",16414.0,,,ITA
Italy,2009,"General economic, commercial and labour affairs",5222.0,,,ITA
Italy,2009,Other industries,4682.0,,,ITA
Italy,2009,RandD Economic affairs,9230.0,,,ITA
Italy,2009,Economic affairs n.e.c.,1578.0,,,ITA
Italy,2010,Total function,1066507.0,,,ITA
Italy,2010,"Agriculture, forestry, fishing and hunting",7326.0,,,ITA
Italy,2010,"Mining, manufacturing and construction",9545.0,,,ITA
Italy,2010,Transport,40833.0,,,ITA
Italy,2010,Communication,2069.0,,,ITA
Italy,2010,Fuel and energy,6692.0,,,ITA
Italy,2010,Environment protection,17848.0,,,ITA
Italy,2010,Housing and community amenities,16138.0,,,ITA
Italy,2010,Health,157778.0,,,ITA
Italy,2010,Education,92848.0,,,ITA
Italy,2010,Social protection,420570.0,,,ITA
Italy,2010,General public services,191484.0,,,ITA
Italy,2010,Defence,29256.0,,,ITA
Italy,2010,Public order and safety,41134.0,,,ITA
Italy,2010,"Recreation, culture and religion",14238.0,,,ITA
Italy,2010,"General economic, commercial and labour affairs",4995.0,,,ITA
Italy,2010,Other industries,3781.0,,,ITA
Italy,2010,RandD Economic affairs,8302.0,,,ITA
Italy,2010,Economic affairs n.e.c.,1669.0,,,ITA
Italy,2011,Total function,1128550.0,,,ITA
Italy,2011,"Agriculture, forestry, fishing and hunting",8320.0,,,ITA
Italy,2011,"Mining, manufacturing and construction",7681.0,,,ITA
Italy,2011,Transport,42681.0,,,ITA
Italy,2011,Communication,2042.0,,,ITA
Italy,2011,Fuel and energy,11371.0,,,ITA
Italy,2011,Environment protection,19536.0,,,ITA
Italy,2011,Housing and community amenities,14824.0,,,ITA
Italy,2011,Health,163223.0,,,ITA
Italy,2011,Education,93191.0,,,ITA
Italy,2011,Social protection,448494.0,,,ITA
Italy,2011,General public services,209123.0,,,ITA
Italy,2011,Defence,31322.0,,,ITA
Italy,2011,Public order and safety,44029.0,,,ITA
Italy,2011,"Recreation, culture and religion",14769.0,,,ITA
Italy,2011,"General economic, commercial and labour affairs",4580.0,,,ITA
Italy,2011,Other industries,3917.0,,,ITA
Italy,2011,RandD Economic affairs,8082.0,,,ITA
Italy,2011,Economic affairs n.e.c.,1366.0,,,ITA
Italy,2012,Total function,1055793.0,,,ITA
Italy,2012,"Agriculture, forestry, fishing and hunting",5880.0,,,ITA
Italy,2012,"Mining, manufacturing and construction",6829.0,,,ITA
Italy,2012,Transport,37768.0,,,ITA
Italy,2012,Communication,1556.0,,,ITA
Italy,2012,Fuel and energy,14019.0,,,ITA
Italy,2012,Environment protection,17938.0,,,ITA
Italy,2012,Housing and community amenities,14286.0,,,ITA
Italy,2012,Health,148428.0,,,ITA
Italy,2012,Education,84653.0,,,ITA
Italy,2012,Social protection,422692.0,,,ITA
Italy,2012,General public services,206484.0,,,ITA
Italy,2012,Defence,26771.0,,,ITA
Italy,2012,Public order and safety,39073.0,,,ITA
Italy,2012,"Recreation, culture and religion",12760.0,,,ITA
Italy,2012,"General economic, commercial and labour affairs",4180.0,,,ITA
Italy,2012,Other industries,3449.0,,,ITA
Italy,2012,RandD Economic affairs,7110.0,,,ITA
Italy,2012,Economic affairs n.e.c.,1918.0,,,ITA
Italy,2013,Total function,1091342.0,,,ITA
Italy,2013,"Agriculture, forestry, fishing and hunting",5518.0,,,ITA
Italy,2013,"Mining, manufacturing and construction",6106.0,,,ITA
Italy,2013,Transport,39585.0,,,ITA
Italy,2013,Communication,2274.0,,,ITA
Italy,2013,Fuel and energy,15845.0,,,ITA
Italy,2013,Environment protection,19785.0,,,ITA
Italy,2013,Housing and community amenities,12264.0,,,ITA
Italy,2013,Health,152463.0,,,ITA
Italy,2013,Education,87539.0,,,ITA
Italy,2013,Social protection,447839.0,,,ITA
Italy,2013,General public services,205468.0,,,ITA
Italy,2013,Defence,26206.0,,,ITA
Italy,2013,Public order and safety,40510.0,,,ITA
Italy,2013,"Recreation, culture and religion",14288.0,,,ITA
Italy,2013,"General economic, commercial and labour affairs",4381.0,,,ITA
Italy,2013,Other industries,3032.0,,,ITA
Italy,2013,RandD Economic affairs,7651.0,,,ITA
Italy,2013,Economic affairs n.e.c.,589.0,,,ITA
Italy,2014,Total function,1099500.0,,,ITA
Italy,2014,"Agriculture, forestry, fishing and hunting",5975.0,,,ITA
Italy,2014,"Mining, manufacturing and construction",5583.0,,,ITA
Italy,2014,Transport,38603.0,,,ITA
Italy,2014,Communication,1408.0,,,ITA
Italy,2014,Fuel and energy,19388.0,,,ITA
Italy,2014,Environment protection,19453.0,,,ITA
Italy,2014,Housing and community amenities,10953.0,,,ITA
Italy,2014,Health,154037.0,,,ITA
Italy,2014,Education,87327.0,,,ITA
Italy,2014,Social protection,456592.0,,,ITA
Italy,2014,General public services,204196.0,,,ITA
Italy,2014,Defence,25696.0,,,ITA
Italy,2014,Public order and safety,40052.0,,,ITA
Italy,2014,"Recreation, culture and religion",14146.0,,,ITA
Italy,2014,"General economic, commercial and labour affairs",5495.0,,,ITA
Italy,2014,Other industries,3030.0,,,ITA
Italy,2014,RandD Economic affairs,6964.0,,,ITA
Italy,2014,Economic affairs n.e.c.,603.0,,,ITA
Italy,2015,Total function,924143.0,,,ITA
Italy,2015,"Agriculture, forestry, fishing and hunting",4200.0,,,ITA
Italy,2015,"Mining, manufacturing and construction",4814.0,,,ITA
Italy,2015,Transport,33542.0,,,ITA
Italy,2015,Communication,1178.0,,,ITA
Italy,2015,Fuel and energy,15371.0,,,ITA
Italy,2015,Environment protection,16572.0,,,ITA
Italy,2015,Housing and community amenities,9238.0,,,ITA
Italy,2015,Health,129148.0,,,ITA
Italy,2015,Education,73426.0,,,ITA
Italy,2015,Social protection,390833.0,,,ITA
Italy,2015,General public services,157845.0,,,ITA
Italy,2015,Defence,21868.0,,,ITA
Italy,2015,Public order and safety,34011.0,,,ITA
Italy,2015,"Recreation, culture and religion",12658.0,,,ITA
Italy,2015,"General economic, commercial and labour affairs",9884.0,,,ITA
Italy,2015,Other industries,2493.0,,,ITA
Italy,2015,RandD Economic affairs,6497.0,,,ITA
Italy,2015,Economic affairs n.e.c.,566.0,,,ITA
Italy,2016,Total function,921237.0,,,ITA
Italy,2016,"Agriculture, forestry, fishing and hunting",3866.0,,,ITA
Italy,2016,"Mining, manufacturing and construction",4812.0,,,ITA
Italy,2016,Transport,32812.0,,,ITA
Italy,2016,Communication,932.0,,,ITA
Italy,2016,Fuel and energy,17044.0,,,ITA
Italy,2016,Environment protection,16968.0,,,ITA
Italy,2016,Housing and community amenities,8050.0,,,ITA
Italy,2016,Health,129719.0,,,ITA
Italy,2016,Education,72426.0,,,ITA
Italy,2016,Social protection,391878.0,,,ITA
Italy,2016,General public services,154999.0,,,ITA
Italy,2016,Defence,24324.0,,,ITA
Italy,2016,Public order and safety,34016.0,,,ITA
Italy,2016,"Recreation, culture and religion",14440.0,,,ITA
Italy,2016,"General economic, commercial and labour affairs",4701.0,,,ITA
Italy,2016,Other industries,2243.0,,,ITA
Italy,2016,RandD Economic affairs,7496.0,,,ITA
Italy,2016,Economic affairs n.e.c.,510.0,,,ITA
Italy,2017,Total function,956638.0,,,ITA
Italy,2017,"Agriculture, forestry, fishing and hunting",3915.0,,,ITA
Italy,2017,"Mining, manufacturing and construction",4672.0,,,ITA
Italy,2017,Transport,33903.0,,,ITA
Italy,2017,Communication,949.0,,,ITA
Italy,2017,Fuel and energy,15307.0,,,ITA
Italy,2017,Environment protection,17095.0,,,ITA
Italy,2017,Housing and community amenities,8003.0,,,ITA
Italy,2017,Health,133741.0,,,ITA
Italy,2017,Education,75736.0,,,ITA
Italy,2017,Social protection,405878.0,,,ITA
Italy,2017,General public services,157994.0,,,ITA
Italy,2017,Defence,25169.0,,,ITA
Italy,2017,Public order and safety,35513.0,,,ITA
Italy,2017,"Recreation, culture and religion",14757.0,,,ITA
Italy,2017,"General economic, commercial and labour affairs",13708.0,,,ITA
Italy,2017,Other industries,2080.0,,,ITA
Italy,2017,RandD Economic affairs,7998.0,,,ITA
Italy,2017,Economic affairs n.e.c.,220.0,,,ITA
Italy,2018,Total function,1012367.0,,,ITA
Italy,2018,"Agriculture, forestry, fishing and hunting",4007.0,,,ITA
Italy,2018,"Mining, manufacturing and construction",4527.0,,,ITA
Italy,2018,Transport,36570.0,,,ITA
Italy,2018,Communication,1122.0,,,ITA
Italy,2018,Fuel and energy,15476.0,,,ITA
Italy,2018,Environment protection,18056.0,,,ITA
Italy,2018,Housing and community amenities,8918.0,,,ITA
Italy,2018,Health,142509.0,,,ITA
Italy,2018,Education,82116.0,,,ITA
Italy,2018,Social protection,432130.0,,,ITA
Italy,2018,General public services,162583.0,,,ITA
Italy,2018,Defence,26209.0,,,ITA
Italy,2018,Public order and safety,38659.0,,,ITA
Italy,2018,"Recreation, culture and religion",16276.0,,,ITA
Italy,2018,"General economic, commercial and labour affairs",9520.0,,,ITA
Italy,2018,Other industries,2397.0,,,ITA
Italy,2018,RandD Economic affairs,10303.0,,,ITA
Italy,2018,Economic affairs n.e.c.,988.0,,,ITA
Italy,2019,Total function,974906.0,,,ITA
Italy,2019,"Agriculture, forestry, fishing and hunting",4729.0,,,ITA
Italy,2019,"Mining, manufacturing and construction",4826.0,,,ITA
Italy,2019,Transport,36619.0,,,ITA
Italy,2019,Communication,937.0,,,ITA
Italy,2019,Fuel and energy,14374.0,,,ITA
Italy,2019,Environment protection,18053.0,,,ITA
Italy,2019,Housing and community amenities,9721.0,,,ITA
Italy,2019,Health,136915.0,,,ITA
Italy,2019,Education,78446.0,,,ITA
Italy,2019,Social protection,423390.0,,,ITA
Italy,2019,General public services,147393.0,,,ITA
Italy,2019,Defence,25386.0,,,ITA
Italy,2019,Public order and safety,36733.0,,,ITA
Italy,2019,"Recreation, culture and religion",15769.0,,,ITA
Italy,2019,"General economic, commercial and labour affairs",7733.0,,,ITA
Italy,2019,Other industries,2565.0,,,ITA
Italy,2019,RandD Economic affairs,10487.0,,,ITA
Italy,2019,Economic affairs n.e.c.,828.0,,,ITA
Italy,2020,Total function,1077655.0,,,ITA
Italy,2020,"Agriculture, forestry, fishing and hunting",5862.0,,,ITA
Italy,2020,"Mining, manufacturing and construction",10454.0,,,ITA
Italy,2020,Transport,38225.0,,,ITA
Italy,2020,Communication,944.0,,,ITA
Italy,2020,Fuel and energy,15520.0,,,ITA
Italy,2020,Environment protection,18582.0,,,ITA
Italy,2020,Housing and community amenities,9492.0,,,ITA
Italy,2020,Health,149262.0,,,ITA
Italy,2020,Education,80756.0,,,ITA
Italy,2020,Social protection,475918.0,,,ITA
Italy,2020,General public services,151202.0,,,ITA
Italy,2020,Defence,25792.0,,,ITA
Italy,2020,Public order and safety,37936.0,,,ITA
Italy,2020,"Recreation, culture and religion",15290.0,,,ITA
Italy,2020,"General economic, commercial and labour affairs",20576.0,,,ITA
Italy,2020,Other industries,9887.0,,,ITA
Italy,2020,RandD Economic affairs,10558.0,,,ITA
Italy,2020,Economic affairs n.e.c.,1400.0,,,ITA
Italy,2021,Total function,1166379.0,,,ITA
Italy,2021,"Agriculture, forestry, fishing and hunting",6172.0,,,ITA
Italy,2021,"Mining, manufacturing and construction",19741.0,,,ITA
Italy,2021,Transport,46126.0,,,ITA
Italy,2021,Communication,1096.0,,,ITA
Italy,2021,Fuel and energy,14584.0,,,ITA
Italy,2021,Environment protection,20069.0,,,ITA
Italy,2021,Housing and community amenities,11067.0,,,ITA
Italy,2021,Health,160242.0,,,ITA
Italy,2021,Education,86744.0,,,ITA
Italy,2021,Social protection,492678.0,,,ITA
Italy,2021,General public services,170833.0,,,ITA
Italy,2021,Defence,29325.0,,,ITA
Italy,2021,Public order and safety,39842.0,,,ITA
Italy,2021,"Recreation, culture and religion",17482.0,,,ITA
Italy,2021,"General economic, commercial and labour affairs",19894.0,,,ITA
Italy,2021,Other industries,17297.0,,,ITA
Italy,2021,RandD Economic affairs,12034.0,,,ITA
Italy,2021,Economic affairs n.e.c.,1154.0,,,ITA
Japan,2005,Total function,1691499.0,,,JPN
Japan,2005,"Agriculture, forestry, fishing and hunting",44432.0,,,JPN
Japan,2005,"Mining, manufacturing and construction",11036.0,,,JPN
Japan,2005,Transport,68341.0,,,JPN
Japan,2005,Communication,1760.0,,,JPN
Japan,2005,Fuel and energy,5335.0,,,JPN
Japan,2005,Environment protection,61495.0,,,JPN
Japan,2005,Housing and community amenities,39976.0,,,JPN
Japan,2005,Health,290933.0,,,JPN
Japan,2005,Education,165705.0,,,JPN
Japan,2005,Social protection,621553.0,,,JPN
Japan,2005,General public services,213009.0,,,JPN
Japan,2005,Defence,42157.0,,,JPN
Japan,2005,Public order and safety,58044.0,,,JPN
Japan,2005,"Recreation, culture and religion",17262.0,,,JPN
Japan,2005,"General economic, commercial and labour affairs",8080.0,,,JPN
Japan,2005,Other industries,29685.0,,,JPN
Japan,2005,RandD Economic affairs,11903.0,,,JPN
Japan,2005,Economic affairs n.e.c.,790.0,,,JPN
Japan,2006,Total function,1590209.0,,,JPN
Japan,2006,"Agriculture, forestry, fishing and hunting",37716.0,,,JPN
Japan,2006,"Mining, manufacturing and construction",10625.0,,,JPN
Japan,2006,Transport,62195.0,,,JPN
Japan,2006,Communication,1720.0,,,JPN
Japan,2006,Fuel and energy,4491.0,,,JPN
Japan,2006,Environment protection,53599.0,,,JPN
Japan,2006,Housing and community amenities,36366.0,,,JPN
Japan,2006,Health,275557.0,,,JPN
Japan,2006,Education,156650.0,,,JPN
Japan,2006,Social protection,593490.0,,,JPN
Japan,2006,General public services,199962.0,,,JPN
Japan,2006,Defence,39928.0,,,JPN
Japan,2006,Public order and safety,55457.0,,,JPN
Japan,2006,"Recreation, culture and religion",15702.0,,,JPN
Japan,2006,"General economic, commercial and labour affairs",8059.0,,,JPN
Japan,2006,Other industries,27094.0,,,JPN
Japan,2006,RandD Economic affairs,10912.0,,,JPN
Japan,2006,Economic affairs n.e.c.,690.0,,,JPN
Japan,2007,Total function,1588142.0,,,JPN
Japan,2007,"Agriculture, forestry, fishing and hunting",37979.0,,,JPN
Japan,2007,"Mining, manufacturing and construction",9614.0,,,JPN
Japan,2007,Transport,59255.0,,,JPN
Japan,2007,Communication,1677.0,,,JPN
Japan,2007,Fuel and energy,4670.0,,,JPN
Japan,2007,Environment protection,50757.0,,,JPN
Japan,2007,Housing and community amenities,35013.0,,,JPN
Japan,2007,Health,278685.0,,,JPN
Japan,2007,Education,156640.0,,,JPN
Japan,2007,Social protection,604936.0,,,JPN
Japan,2007,General public services,197669.0,,,JPN
Japan,2007,Defence,39012.0,,,JPN
Japan,2007,Public order and safety,54671.0,,,JPN
Japan,2007,"Recreation, culture and religion",15244.0,,,JPN
Japan,2007,"General economic, commercial and labour affairs",7519.0,,,JPN
Japan,2007,Other industries,21864.0,,,JPN
Japan,2007,RandD Economic affairs,12389.0,,,JPN
Japan,2007,Economic affairs n.e.c.,550.0,,,JPN
Japan,2008,Total function,1852692.0,,,JPN
Japan,2008,"Agriculture, forestry, fishing and hunting",43807.0,,,JPN
Japan,2008,"Mining, manufacturing and construction",11661.0,,,JPN
Japan,2008,Transport,93989.0,,,JPN
Japan,2008,Communication,1868.0,,,JPN
Japan,2008,Fuel and energy,6114.0,,,JPN
Japan,2008,Environment protection,56336.0,,,JPN
Japan,2008,Housing and community amenities,37607.0,,,JPN
Japan,2008,Health,322385.0,,,JPN
Japan,2008,Education,177133.0,,,JPN
Japan,2008,Social protection,707090.0,,,JPN
Japan,2008,General public services,225394.0,,,JPN
Japan,2008,Defence,44200.0,,,JPN
Japan,2008,Public order and safety,61186.0,,,JPN
Japan,2008,"Recreation, culture and religion",16737.0,,,JPN
Japan,2008,"General economic, commercial and labour affairs",10121.0,,,JPN
Japan,2008,Other industries,23553.0,,,JPN
Japan,2008,RandD Economic affairs,12499.0,,,JPN
Japan,2008,Economic affairs n.e.c.,1011.0,,,JPN
Japan,2009,Total function,2133419.0,,,JPN
Japan,2009,"Agriculture, forestry, fishing and hunting",48843.0,,,JPN
Japan,2009,"Mining, manufacturing and construction",15814.0,,,JPN
Japan,2009,Transport,77339.0,,,JPN
Japan,2009,Communication,4341.0,,,JPN
Japan,2009,Fuel and energy,7888.0,,,JPN
Japan,2009,Environment protection,72395.0,,,JPN
Japan,2009,Housing and community amenities,46403.0,,,JPN
Japan,2009,Health,372584.0,,,JPN
Japan,2009,Education,199923.0,,,JPN
Japan,2009,Social protection,829752.0,,,JPN
Japan,2009,General public services,244794.0,,,JPN
Japan,2009,Defence,49765.0,,,JPN
Japan,2009,Public order and safety,68394.0,,,JPN
Japan,2009,"Recreation, culture and religion",19135.0,,,JPN
Japan,2009,"General economic, commercial and labour affairs",32890.0,,,JPN
Japan,2009,Other industries,28364.0,,,JPN
Japan,2009,RandD Economic affairs,14102.0,,,JPN
Japan,2009,Economic affairs n.e.c.,690.0,,,JPN
Japan,2010,Total function,2258575.0,,,JPN
Japan,2010,"Agriculture, forestry, fishing and hunting",52251.0,,,JPN
Japan,2010,"Mining, manufacturing and construction",15452.0,,,JPN
Japan,2010,Transport,74301.0,,,JPN
Japan,2010,Communication,3072.0,,,JPN
Japan,2010,Fuel and energy,7384.0,,,JPN
Japan,2010,Environment protection,65798.0,,,JPN
Japan,2010,Housing and community amenities,45187.0,,,JPN
Japan,2010,Health,411140.0,,,JPN
Japan,2010,Education,208016.0,,,JPN
Japan,2010,Social protection,909109.0,,,JPN
Japan,2010,General public services,261756.0,,,JPN
Japan,2010,Defence,50042.0,,,JPN
Japan,2010,Public order and safety,69768.0,,,JPN
Japan,2010,"Recreation, culture and religion",19861.0,,,JPN
Japan,2010,"General economic, commercial and labour affairs",25859.0,,,JPN
Japan,2010,Other industries,25714.0,,,JPN
Japan,2010,RandD Economic affairs,13140.0,,,JPN
Japan,2010,Economic affairs n.e.c.,729.0,,,JPN
Japan,2011,Total function,2523570.0,,,JPN
Japan,2011,"Agriculture, forestry, fishing and hunting",57964.0,,,JPN
Japan,2011,"Mining, manufacturing and construction",15935.0,,,JPN
Japan,2011,Transport,84965.0,,,JPN
Japan,2011,Communication,2373.0,,,JPN
Japan,2011,Fuel and energy,20482.0,,,JPN
Japan,2011,Environment protection,74391.0,,,JPN
Japan,2011,Housing and community amenities,44368.0,,,JPN
Japan,2011,Health,467053.0,,,JPN
Japan,2011,Education,226316.0,,,JPN
Japan,2011,Social protection,1027679.0,,,JPN
Japan,2011,General public services,275988.0,,,JPN
Japan,2011,Defence,55053.0,,,JPN
Japan,2011,Public order and safety,79284.0,,,JPN
Japan,2011,"Recreation, culture and religion",21382.0,,,JPN
Japan,2011,"General economic, commercial and labour affairs",26144.0,,,JPN
Japan,2011,Other industries,27747.0,,,JPN
Japan,2011,RandD Economic affairs,14823.0,,,JPN
Japan,2011,Economic affairs n.e.c.,1620.0,,,JPN
Japan,2012,Total function,2527861.0,,,JPN
Japan,2012,"Agriculture, forestry, fishing and hunting",58987.0,,,JPN
Japan,2012,"Mining, manufacturing and construction",16402.0,,,JPN
Japan,2012,Transport,85646.0,,,JPN
Japan,2012,Communication,2761.0,,,JPN
Japan,2012,Fuel and energy,27414.0,,,JPN
Japan,2012,Environment protection,68100.0,,,JPN
Japan,2012,Housing and community amenities,40061.0,,,JPN
Japan,2012,Health,476939.0,,,JPN
Japan,2012,Education,225884.0,,,JPN
Japan,2012,Social protection,1034481.0,,,JPN
Japan,2012,General public services,269387.0,,,JPN
Japan,2012,Defence,57260.0,,,JPN
Japan,2012,Public order and safety,78826.0,,,JPN
Japan,2012,"Recreation, culture and religion",21259.0,,,JPN
Japan,2012,"General economic, commercial and labour affairs",21510.0,,,JPN
Japan,2012,Other industries,27256.0,,,JPN
Japan,2012,RandD Economic affairs,14061.0,,,JPN
Japan,2012,Economic affairs n.e.c.,1618.0,,,JPN
Japan,2013,Total function,2110014.0,,,JPN
Japan,2013,"Agriculture, forestry, fishing and hunting",50969.0,,,JPN
Japan,2013,"Mining, manufacturing and construction",13631.0,,,JPN
Japan,2013,Transport,78632.0,,,JPN
Japan,2013,Communication,2560.0,,,JPN
Japan,2013,Fuel and energy,21469.0,,,JPN
Japan,2013,Environment protection,57563.0,,,JPN
Japan,2013,Housing and community amenities,37653.0,,,JPN
Japan,2013,Health,398262.0,,,JPN
Japan,2013,Education,187710.0,,,JPN
Japan,2013,Social protection,853346.0,,,JPN
Japan,2013,General public services,225578.0,,,JPN
Japan,2013,Defence,47231.0,,,JPN
Japan,2013,Public order and safety,65279.0,,,JPN
Japan,2013,"Recreation, culture and religion",18456.0,,,JPN
Japan,2013,"General economic, commercial and labour affairs",11554.0,,,JPN
Japan,2013,Other industries,26990.0,,,JPN
Japan,2013,RandD Economic affairs,11877.0,,,JPN
Japan,2013,Economic affairs n.e.c.,1249.0,,,JPN
Japan,2014,Total function,1958010.0,,,JPN
Japan,2014,"Agriculture, forestry, fishing and hunting",44069.0,,,JPN
Japan,2014,"Mining, manufacturing and construction",12490.0,,,JPN
Japan,2014,Transport,70755.0,,,JPN
Japan,2014,Communication,1784.0,,,JPN
Japan,2014,Fuel and energy,16518.0,,,JPN
Japan,2014,Environment protection,56900.0,,,JPN
Japan,2014,Housing and community amenities,36138.0,,,JPN
Japan,2014,Health,373807.0,,,JPN
Japan,2014,Education,175785.0,,,JPN
Japan,2014,Social protection,792973.0,,,JPN
Japan,2014,General public services,206232.0,,,JPN
Japan,2014,Defence,45568.0,,,JPN
Japan,2014,Public order and safety,63153.0,,,JPN
Japan,2014,"Recreation, culture and religion",18334.0,,,JPN
Japan,2014,"General economic, commercial and labour affairs",6811.0,,,JPN
Japan,2014,Other industries,23989.0,,,JPN
Japan,2014,RandD Economic affairs,11715.0,,,JPN
Japan,2014,Economic affairs n.e.c.,988.0,,,JPN
Japan,2015,Total function,1735454.0,,,JPN
Japan,2015,"Agriculture, forestry, fishing and hunting",38604.0,,,JPN
Japan,2015,"Mining, manufacturing and construction",10858.0,,,JPN
Japan,2015,Transport,59209.0,,,JPN
Japan,2015,Communication,1861.0,,,JPN
